rule_id;domaine;type;priorite;statut_actuel;texte_source;article;url;version_date_declaree;enonce_actuel;exceptions_statut_actuel;verdict;methode;verifie_par;date_verification;statut_vise;enonce_corrige;article_corrige;paragraphe_corrige;url_corrigee;version_date_constatee;exceptions_statut;exceptions_constatees;gold_ready;gold_ready_motif;commentaire
LCBFT-R-001;LCBFT;SCOPE;CRITICAL;draft;Code monétaire et financier;Article L.561-2;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-2 du code monétaire et financier énumère les personnes assujetties aux obligations de lutte contre le blanchiment de capitaux et le financement du terrorisme.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-002;LCBFT;OBLIGATION;CRITICAL;draft;Code monétaire et financier;Article L.561-4-1;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-4-1 du code monétaire et financier impose aux personnes assujetties de définir et de mettre en place des dispositifs d'identification et d'évaluation des risques de blanchiment et de financement du terrorisme auxquels elles sont exposées, et d'élaborer une classification de ces risques.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-003;LCBFT;OBLIGATION;CRITICAL;draft;Code monétaire et financier;Article L.561-5;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-5 du code monétaire et financier impose d'identifier le client et, le cas échéant, le bénéficiaire effectif, et de vérifier ces éléments d'identification avant d'entrer en relation d'affaires.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-006;LCBFT;OBLIGATION;CRITICAL;draft;Code monétaire et financier;Article L.561-6;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-6 du code monétaire et financier impose d'exercer une vigilance constante pendant toute la durée de la relation d'affaires et de procéder à un examen attentif des opérations effectuées, en veillant à ce qu'elles soient cohérentes avec la connaissance actualisée du client.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-007;LCBFT;OBLIGATION;CRITICAL;draft;Code monétaire et financier;Article L.561-10;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-10 du code monétaire et financier énumère les situations dans lesquelles les personnes assujetties appliquent des mesures de vigilance complémentaires à l'égard de leur client.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-008;LCBFT;CLASSIFICATION;CRITICAL;draft;Code monétaire et financier;Articles L.561-10 et R.561-18;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;Le code monétaire et financier soumet les relations d'affaires avec des personnes politiquement exposées à des mesures de vigilance complémentaires, la définition et le périmètre de ces personnes étant précisés par sa partie réglementaire.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-009;LCBFT;OBLIGATION;CRITICAL;draft;Code monétaire et financier;Article L.561-15;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-15 du code monétaire et financier impose de déclarer au service Tracfin les sommes ou opérations portant sur des sommes dont les personnes assujetties savent, soupçonnent ou ont de bonnes raisons de soupçonner qu'elles proviennent d'une infraction passible d'une peine privative de liberté supérieure à un an ou sont liées au financement du terrorisme.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-010;LCBFT;PROHIBITION;CRITICAL;draft;Code monétaire et financier;Article L.561-18;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;Le code monétaire et financier interdit de porter à la connaissance du client ou de tiers l'existence et le contenu d'une déclaration de soupçon adressée à Tracfin, ainsi que les suites qui lui sont données.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
LCBFT-R-012;LCBFT;PROHIBITION;CRITICAL;draft;Code monétaire et financier;Article L.561-8;https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000006072026/LEGISCTA000020196177;2020-01-01;L'article L.561-8 du code monétaire et financier dispose que, lorsque la personne assujettie n'est pas en mesure d'identifier son client ou d'obtenir les informations sur l'objet et la nature de la relation d'affaires, elle n'exécute aucune opération et n'établit ni ne poursuit aucune relation d'affaires.;unknown;;;;;;;;;;;;;;;RÉSERVES — Légifrance répond HTTP 403 depuis cet environnement : le Code monétaire et financier ne peut pas être consulté ici
MIFID-R-002;MIFID;OBLIGATION;CRITICAL;source_checked;Directive 2014/65/UE (MIFID II);Article 25;http://publications.europa.eu/resource/cellar/056587cf-f1f8-11e3-8cd4-01aa75ed71a1.0009.03/DOC_1;2020-01-01;L'article 25 de la directive 2014/65/UE impose, lorsqu'un conseil en investissement ou un service de gestion de portefeuille est fourni, de se procurer les informations nécessaires sur les connaissances et l'expérience du client, sa situation financière y compris sa capacité à subir des pertes, et ses objectifs d'investissement y compris sa tolérance au risque, afin de recommander les services et instruments qui lui conviennent.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;TEXTE OFFICIEL — 2. Lorsqu’elle fournit des conseils en investissement ou des services de gestion de portefeuille, l’entreprise d’investissement se procure les informations nécessaires concernant les connaissances et l’expérience du client ou du client potentiel en matière d’investissement en rapport avec le type spécifique de produit ou de service, sa situation financière, y compris sa capacité à subir des pertes, et ses objectifs d’investissement, y compris sa tolérance au risque, de manière à pouvoir lui recommander les services d’investissement et les instruments financiers qui lui conviennent et, en parti || RÉSERVES — exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation
MIFID-R-003;MIFID;OBLIGATION;CRITICAL;source_checked;Directive 2014/65/UE (MIFID II);Article 25;http://publications.europa.eu/resource/cellar/056587cf-f1f8-11e3-8cd4-01aa75ed71a1.0009.03/DOC_1;2020-01-01;L'article 25 impose, pour les services autres que le conseil en investissement et la gestion de portefeuille, de demander au client des informations sur ses connaissances et son expérience afin d'évaluer si le service ou l'instrument est approprié, et de l'avertir lorsque tel n'est pas le cas.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;TEXTE OFFICIEL — 3. Lorsque les entreprises d’investissement fournissent des services d’investissement autres que ceux visés au paragraphe 2, les États membres veillent à ce qu’elles demandent au client ou au client potentiel de donner des informations sur ses connaissances et sur son expérience en matière d’investissement en rapport avec le type spécifique de produit ou de service proposé ou demandé pour être en mesure de déterminer si le service ou le produit d’investissement envisagé convient au client. Lorsqu’une offre groupée de services ou de produits est envisagée conformément à l’article 24, paragraphe || RÉSERVES — exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation
MIFID-R-004;MIFID;EXCEPTION;CRITICAL;source_checked;Directive 2014/65/UE (MIFID II);Article 25;http://publications.europa.eu/resource/cellar/056587cf-f1f8-11e3-8cd4-01aa75ed71a1.0009.03/DOC_1;2020-01-01;L'article 25 permet, à certaines conditions, de fournir des services de réception-transmission ou d'exécution d'ordres sans procéder à l'évaluation du caractère approprié, lorsque le service porte sur des instruments financiers non complexes, qu'il est fourni à l'initiative du client et que celui-ci a été averti.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;TEXTE OFFICIEL — 4. Les États membres autorisent les entreprises d’investissement, lorsqu’elles fournissent des services d’investissement qui comprennent uniquement l’exécution ou la réception et la transmission d’ordres de clients, avec ou sans services auxiliaires, à l’exclusion de l’octroi des crédits ou des prêts visés à la section B.1 de l’annexe I, dans le cadre desquels les limites existantes concernant les prêts, les comptes courants et les découverts pour les clients ne s’appliquent pas, à fournir ces services d’investissement à leurs clients sans devoir obtenir les informations ni procéder à l’évalua || RÉSERVES — exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation
MIFID-R-006;MIFID;DEFINITION;CRITICAL;source_checked;Règlement délégué (UE) 2017/565, modifié par le règlement délégué (UE) 2021/1253;Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié;http://publications.europa.eu/resource/cellar/7c37494d-15d3-11e7-808e-01aa75ed71a1.0009.03/DOC_1;2020-01-01;Le règlement délégué (UE) 2021/1253, qui modifie le règlement délégué (UE) 2017/565, introduit la notion de préférences en matière de durabilité et impose de les recueillir dans le cadre de l'évaluation de l'adéquation.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — Article 2 Définitions Aux fins du présent règlement, on entend par: 1) «personne concernée» : dans le cas d'une entreprise d'investissement, l'une quelconque des personnes suivantes: a) un administrateur, associé ou équivalent, gérant ou agent lié de l'entreprise; b) un administrateur, associé ou équivalent, ou gérant de tout agent lié de l'entreprise; c) un membre du personnel de l'entreprise ou d'un agent lié de l'entreprise, ainsi que toute autre personne physique dont les services sont mis à la disposition et placés sous le contrôle de l'entreprise ou d'un agent lié de l'entreprise et qui  || RÉSERVES — l'URL désigne l'acte 32021R1253 alors que la source cite 32017R0565 : vérification conduite contre l'acte cité ; la source dit l'acte modifié, mais aucune version consolidée au 2020-01-01 n'existe (02017R0565-20200101) : la date de consolidation applicable doit être établie, sans quoi la règle est vérifiée contre le texte d'origine ; ancrage « Article 2 et article 54 du règlement délégué (UE) 2017/565 modifié » : 2 articles couverts (2, 54), à découper avant qu'un gold puisse le citer ; exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation"
SFDR-R-005;SFDR;DISCLOSURE;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 6;http://publications.europa.eu/resource/cellar/4f50e277-1a53-11ea-8c1f-01aa75ed71a1.0009.02/DOC_1;2020-01-01;L'article 6 impose d'inclure dans les informations précontractuelles la manière dont les risques en matière de durabilité sont intégrés dans les décisions d'investissement et les résultats de l'évaluation de leurs incidences probables sur le rendement, ou d'expliquer pourquoi ces risques sont jugés non pertinents.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — Article 6 Transparence de l’intégration des risques en matière de durabilité 1. Dans les informations précontractuelles publiées, les acteurs des marchés financiers décrivent: a) la manière dont les risques en matière de durabilité sont intégrés dans leurs décisions d’investissement; et b) les résultats de l’évaluation des incidences probables des risques en matière de durabilité sur le rendement des produits financiers qu’ils mettent à disposition. Lorsque les acteurs des marchés financiers estiment que les risques en matière de durabilité ne sont pas pertinents, les descriptions visées au pr || RÉSERVES — exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation"
TAXO-R-001;SFDR;CLASSIFICATION;CRITICAL;source_checked;Règlement (UE) 2020/852 (Taxonomie);Article 3;http://publications.europa.eu/resource/cellar/e5ba36a8-b454-11ea-bb7a-01aa75ed71a1.0009.03/DOC_1;2020-01-01;L'article 3 du règlement (UE) 2020/852 énonce les critères cumulatifs permettant de qualifier une activité économique de durable sur le plan environnemental : contribution substantielle à un ou plusieurs objectifs environnementaux, absence de préjudice important aux autres objectifs, respect de garanties minimales et conformité aux critères d'examen technique.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — Article 3 Critères de durabilité environnementale des activités économiques Aux fins de la détermination du degré de durabilité environnementale d’un investissement, une activité économique est considérée comme durable sur le plan environnemental si cette activité économique: a) contribue substantiellement à un ou plusieurs des objectifs environnementaux énoncés à l’article 9, conformément aux articles 10 à 16; b) ne cause de préjudice important à aucun des objectifs environnementaux énoncés à l’article 9, conformément à l’article 17; c) est exercée dans le respect des garanties minimales prév || RÉSERVES — exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation"
TAXO-R-003;SFDR;SCOPE;CRITICAL;source_checked;Règlement (UE) 2020/852 (Taxonomie);Articles 17 et 18;http://publications.europa.eu/resource/cellar/e5ba36a8-b454-11ea-bb7a-01aa75ed71a1.0009.03/DOC_1;2020-01-01;L'article 17 du règlement (UE) 2020/852 définit ce qu'il faut entendre par préjudice important causé aux objectifs environnementaux, et l'article 18 fixe les garanties minimales que doit respecter l'activité, en référence à des standards internationaux en matière de droits humains et de travail.;unknown;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — Article 17 Préjudice important causé aux objectifs environnementaux 1. Aux fins de l’article 3, point b), compte tenu du cycle de vie des produits et des services fournis par une activité économique, y compris des éléments de fait tirés d’analyses du cycle de vie existantes, cette activité économique est considérée comme causant un préjudice important: a) à l’atténuation du changement climatique, lorsque cette activité génère des émissions importantes de gaz à effet de serre; b) à l’adaptation au changement climatique, lorsque cette activité entraîne une augmentation des incidences négatives d || RÉSERVES — ancrage « Articles 17 et 18 » : 2 articles couverts (17, 18), à découper avant qu'un gold puisse le citer ; exceptions jamais cherchées : à trancher entre « listed » et « none_identified » avant toute validation"
MIFID-R-007;MIFID;PROCEDURE;CRITICAL;validated;Règlement délégué (UE) 2017/565 modifié;Article 54;http://publications.europa.eu/resource/cellar/b472d2e1-0777-11ed-acce-01aa75ed71a1.0010.02/DOC_1;2022-08-02;L'article 54, paragraphe 10, du règlement délégué (UE) 2017/565, dans sa version applicable à partir du 2 août 2022, prévoit que lorsque aucun instrument financier ne répond aux préférences du client ou du client potentiel en matière de durabilité, et que le client décide de modifier ces préférences, l'entreprise d'investissement conserve un enregistrement de la décision du client et des motifs de cette dernière.;identified_and_incorporated;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — 10. Lorsqu’elle fournit à un client un service de conseil en investissement ou de gestion de portefeuille, une entreprise d’investissement s’abstient de lui faire une recommandation ou de prendre une décision de négociation portant sur des services ou instruments si aucun d’entre eux n’est adapté à ce client. Une entreprise d’investissement s’abstient de recommander ou de décider de négocier des instruments financiers comme correspondant aux préférences d’un client ou d’un client potentiel en matière de durabilité, si tel n’est pas le cas. Elle explique au client ou client potentiel les motifs || RÉSERVES — l'URL désigne l'acte 02017R0565-20220802 alors que la source cite 32017R0565 : vérification conduite contre l'acte cité ; affirmation négative « Le texte fixerait une proportion minimale chiffrée d'investi… » : sans chiffre à chercher, l'absence ne peut pas être établie mécaniquement"
DORA-R-001;DORA;SCOPE;CRITICAL;validated;Règlement (UE) 2022/2554 (DORA);Article 2;http://publications.europa.eu/resource/cellar/0caf473a-85bd-11ed-9887-01aa75ed71a1.0009.02/DOC_1;2020-01-01;L'article 2 du règlement (UE) 2022/2554 énumère les catégories d'entités financières auxquelles le règlement s'applique, ainsi que les prestataires tiers de services TIC, et prévoit des exclusions pour certaines entités.;identified_and_incorporated;;primary_text_fetched;;;source_checked;;;;;;;;;;"TEXTE OFFICIEL — Article 2 Champ d’application 1. Sans préjudice des paragraphes 3 et 4, le présent règlement s’applique aux entités suivantes: a) les établissements de crédit; b) les établissements de paiement, y compris les établissements de paiement exemptés en vertu de la directive (UE) 2015/2366; c) les prestataires de services d’information sur les comptes; d) les établissements de monnaie électronique, y compris les établissements de monnaie électronique exemptés en vertu de la directive 2009/110/CE; e) les entreprises d’investissement; f) les prestataires de services sur crypto-actifs agréés en vertu d"
DORA-R-011;DORA;OBLIGATION;CRITICAL;validated;Règlement (UE) 2022/2554 (DORA);Article 30;http://publications.europa.eu/resource/cellar/0caf473a-85bd-11ed-9887-01aa75ed71a1.0009.02/DOC_1;2020-01-01;L'article 30 énumère les dispositions que doivent contenir les accords contractuels avec les prestataires tiers de services TIC, avec des exigences renforcées lorsque les services soutiennent des fonctions critiques ou importantes, notamment en matière d'accès, d'inspection, d'audit et de stratégies de sortie.;identified_and_incorporated;;primary_text_fetched;;;source_checked;;;;;;;;;;TEXTE OFFICIEL — Article 30 Principales dispositions contractuelles 1. Les droits et obligations de l’entité financière et du prestataire tiers de services TIC sont définis clairement et consignés par écrit. L’intégralité du contrat comprend les accords de niveau de service et est consignée dans un document écrit unique qui est mis à la disposition des parties sur papier, ou dans un document sous un autre format téléchargeable, durable et accessible. 2. Les accords contractuels relatifs à l’utilisation de services TIC comportent au moins les éléments suivants: a) une description claire et exhaustive de tous le
SFDR-R-001;SFDR;DEFINITION;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 2;http://publications.europa.eu/resource/cellar/4f50e277-1a53-11ea-8c1f-01aa75ed71a1.0009.02/DOC_1;2020-01-01;L'article 2 du règlement (UE) 2019/2088 définit l'« investissement durable » comme un investissement dans une activité économique qui contribue à un objectif environnemental ou social, sous réserve que cet investissement ne cause de préjudice important à aucun de ces objectifs et que les sociétés bénéficiaires appliquent des pratiques de bonne gouvernance.;none_identified;;primary_text_fetched;;;source_checked;;;;;;;;;;TEXTE OFFICIEL — 17) investissement durable : un investissement dans une activité économique qui contribue à un objectif environnemental, mesuré par exemple au moyen d’indicateurs clés en matière d’utilisation efficace des ressources concernant l’utilisation d’énergie, d’énergies renouvelables, de matières premières, d’eau et de terres, en matière de production de déchets et d’émissions de gaz à effet de serre ou en matière d’effets sur la biodiversité et l’économie circulaire, ou un investissement dans une activité économique qui contribue à un objectif social, en particulier un investissement qui contribue à
